NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_192	NMRAL1	NmrA like redox sensor 1 [Source:HGNC Symbol;Acc:HGNC:24987]	13868	-0.012313312850892544	-0.050493542	No	
row_193	N4BP3	NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]	13950	-0.012523218058049679	-0.053105418	No	
row_194	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]	14002	-0.012681673280894756	-0.05419941	No	
row_195	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]	14006	-0.012686571106314659	-0.052893315	No	
row_196	FSCN3	fascin actin-bundling protein 3 [Source:HGNC Symbol;Acc:HGNC:3961]	14050	-0.012812740169465542	-0.05357234	No	
row_197	OSTC	oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]	14086	-0.012916731648147106	-0.053839512	No	
row_198	EXOC5	exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]	14338	-0.013643008656799793	-0.06482117	No	
row_199	SRPK3	SRSF protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:11402]	14354	-0.013687478378415108	-0.06400008	No	
row_200	KCNN3	potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292]	14808	-0.015058644115924835	-0.08491724	No	
row_201	SAG	S-antigen visual arrestin [Source:HGNC Symbol;Acc:HGNC:10521]	14934	-0.015448762103915215	-0.08939291	No	
row_202	BCAS4	breast carcinoma amplified sequence 4 [Source:HGNC Symbol;Acc:HGNC:14367]	14956	-0.015560531057417393	-0.08865678	No	
row_203	REXO1	RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]	14968	-0.01560214627534151	-0.087415986	No	
row_204	DMRT3	doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:13909]	15034	-0.015819689258933067	-0.08884968	No	
row_205	TMEM216	transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]	15164	-0.016221003606915474	-0.09343667	No	
row_206	CCDC65	coiled-coil domain containing 65 [Source:HGNC Symbol;Acc:HGNC:29937]	15271	-0.016534879803657532	-0.09683788	No	
row_207	ENKD1	enkurin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25246]	15606	-0.017641955986618996	-0.11150973	No	
row_208	DNAH5	dynein axonemal heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:2950]	15632	-0.0177982896566391	-0.11071674	No	
row_209	DSCAM	DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]	15651	-0.017847971990704536	-0.10956811	No	
row_210	KLK2	kallikrein related peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6363]	15695	-0.018047604709863663	-0.10964633	No	
row_211	MYCBPAP	MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]	15794	-0.018476033583283424	-0.11242481	No	
row_212	CDC14A	cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]	16088	-0.0197561364620924	-0.12480444	No	
row_213	SGF29	SAGA complex associated factor 29 [Source:HGNC Symbol;Acc:HGNC:25156]	16100	-0.019813375547528267	-0.123080306	No	
row_214	CTRB1	chymotrypsinogen B1 [Source:HGNC Symbol;Acc:HGNC:2521]	16188	-0.020196039229631424	-0.1251115	No	
row_215	TCEAL4	transcription elongation factor A like 4 [Source:HGNC Symbol;Acc:HGNC:26121]	16194	-0.02020242065191269	-0.12304278	No	
row_216	TNFSF4	TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934]	16197	-0.02021516114473343	-0.12082262	No	
row_217	MBD2	methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]	16236	-0.02036242000758648	-0.12038521	No	
row_218	GSTT4	glutathione S-transferase theta 4 [Source:HGNC Symbol;Acc:HGNC:26930]	16267	-0.020459502935409546	-0.119536735	No	
row_219	PRR7	proline rich 7, synaptic [Source:HGNC Symbol;Acc:HGNC:28130]	16304	-0.02061738260090351	-0.118970074	No	
row_220	RIPK4	receptor interacting serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:496]	16334	-0.020744744688272476	-0.11803887	No	
row_221	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]	16378	-0.020932117477059364	-0.11778602	No	
row_222	FRAS1	Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]	16414	-0.021121855825185776	-0.117111474	No	
row_223	OTOR	otoraplin [Source:HGNC Symbol;Acc:HGNC:8517]	16534	-0.021619407460093498	-0.12057899	No	
row_224	TYMP	thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]	16671	-0.02221110463142395	-0.12482841	No	
row_225	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960]	16699	-0.022313574329018593	-0.12361717	No	
row_226	FLRT1	fibronectin leucine rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3760]	16785	-0.022696562111377716	-0.1252614	No	
row_227	PARP10	poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]	16788	-0.022710468620061874	-0.12275485	No	
row_228	NHLH1	nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817]	16812	-0.022822346538305283	-0.12128525	No	
row_229	AHNAK2	AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]	16878	-0.02315586432814598	-0.12187696	No	
row_230	KCNA1	potassium voltage-gated channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:6218]	17111	-0.024311821907758713	-0.13068433	No	
row_231	B3GAT3	beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]	17115	-0.024340903386473656	-0.12804064	No	
row_232	COX8A	cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294]	17116	-0.024343399330973625	-0.1252467	No	
row_233	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]	17119	-0.024380190297961235	-0.12254853	No	
row_234	DNAI1	dynein axonemal intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954]	17170	-0.024654654785990715	-0.12221836	No	
row_235	DAO	D-amino acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671]	17216	-0.024900143966078758	-0.121610075	No	
row_236	EIF3H	eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]	17225	-0.02495349571108818	-0.119146034	No	
row_237	ANXA10	annexin A10 [Source:HGNC Symbol;Acc:HGNC:534]	17257	-0.02510577067732811	-0.11781429	No	
row_238	COL9A1	collagen type IX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2217]	17314	-0.025486057624220848	-0.11768864	No	
row_239	NPDC1	neural proliferation, differentiation and control 1 [Source:HGNC Symbol;Acc:HGNC:7899]	17363	-0.02575366012752056	-0.117132366	No	
row_240	TOMM22	translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]	17525	-0.02687571942806244	-0.12209618	No	
row_241	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]	17546	-0.02698870562016964	-0.11999843	No	
row_242	ZNF267	zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]	17548	-0.027000436559319496	-0.11694953	No	
row_243	RLN2	relaxin 2 [Source:HGNC Symbol;Acc:HGNC:10027]	17656	-0.027758225798606873	-0.119112596	No	
row_244	TAC3	tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521]	17766	-0.028507830575108528	-0.1212896	No	
row_245	ADAT3	adenosine deaminase tRNA specific 3 [Source:HGNC Symbol;Acc:HGNC:25151]	17823	-0.028879594057798386	-0.12077448	No	
row_246	SPZ1	spermatogenic leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:30721]	17836	-0.02894253097474575	-0.11805257	No	
row_247	GNGT2	G protein subunit gamma transducin 2 [Source:HGNC Symbol;Acc:HGNC:4412]	18023	-0.03025493584573269	-0.12387829	No	
row_248	DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]	18100	-0.030952343717217445	-0.12412507	No	
row_249	TICAM1	toll like receptor adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:18348]	18155	-0.031416550278663635	-0.1232188	No	
row_250	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195]	18186	-0.031679198145866394	-0.12108261	No	
row_251	GATAD2A	GATA zinc finger domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29989]	18217	-0.03196123614907265	-0.11891406	No	
row_252	NABP1	nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]	18232	-0.0321362242102623	-0.11592558	No	
row_253	NLRP1	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]	18267	-0.032367248088121414	-0.11391039	No	
row_254	SMCP	sperm mitochondria associated cysteine rich protein [Source:HGNC Symbol;Acc:HGNC:6962]	18411	-0.03375924751162529	-0.11718435	No	
row_255	WEE1	WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761]	18420	-0.03385956212878227	-0.11369814	No	
row_256	CXCR5	C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]	18591	-0.035535793751478195	-0.11811793	No	
row_257	EEF1D	eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211]	18637	-0.03610500693321228	-0.11622363	No	
row_258	H4C14	H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794]	18649	-0.03631386533379555	-0.11260571	No	
row_259	MXRA8	matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]	18812	-0.038604337722063065	-0.116273396	No	
row_260	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:29618]	18818	-0.03869301453232765	-0.112082474	No	
row_261	FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]	18838	-0.038930684328079224	-0.10856414	No	
row_262	LRRN2	leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]	18888	-0.03978580981492996	-0.106447354	No	
row_263	CCDC40	coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:HGNC:26090]	18897	-0.03991902247071266	-0.10226569	No	
row_264	FCMR	Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]	18967	-0.041197989135980606	-0.10098663	No	
row_265	CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	19026	-0.04225250706076622	-0.09903665	No	
row_266	TAF4B	TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538]	19166	-0.044454414397478104	-0.10088313	No	
row_267	SLC12A8	solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]	19176	-0.04468826949596405	-0.09620409	No	
row_268	FOSL2	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	19198	-0.045121412724256516	-0.09207521	No	
row_269	RPL18A	ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311]	19265	-0.04651518538594246	-0.09003591	No	
row_270	ITGB1BP2	integrin subunit beta 1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6154]	19457	-0.05204089730978012	-0.093611166	No	
row_271	RRP12	ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]	19488	-0.052807506173849106	-0.08905005	No	
row_272	SNAI1	snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]	19502	-0.05337457358837128	-0.08357401	No	
row_273	ABI3BP	ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]	19527	-0.054081205278635025	-0.07856677	No	
row_274	LGALS13	galectin 13 [Source:HGNC Symbol;Acc:HGNC:15449]	19535	-0.05428507924079895	-0.07268629	No	
row_275	H2BC7	H2B clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4752]	19609	-0.05651907995343208	-0.06984876	No	
row_276	ESPL1	extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]	19632	-0.057396650314331055	-0.06436101	No	
row_277	ATP2B3	ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816]	19730	-0.06143932417035103	-0.062158536	No	
row_278	NEIL3	nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573]	19833	-0.06689921021461487	-0.059579365	No	
row_279	NELL1	neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750]	19866	-0.06900042295455933	-0.053259734	No	
row_280	GBP5	guanylate binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19895]	19888	-0.07043792307376862	-0.046225227	No	
row_281	LGSN	lengsin, lens protein with glutamine synthetase domain [Source:HGNC Symbol;Acc:HGNC:21016]	19931	-0.07442542165517807	-0.03978286	No	
row_282	NXT2	nuclear transport factor 2 like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]	19966	-0.07731612026691437	-0.032608796	No	
row_283	GNA14	G protein subunit alpha 14 [Source:HGNC Symbol;Acc:HGNC:4382]	20051	-0.08680333942174911	-0.026845371	No	
row_284	KCNMB3P1	KCNMB3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6288]	20090	-0.09249068796634674	-0.018129656	No	
row_285	CPEB1	cytoplasmic polyadenylation element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21744]	20110	-0.09587395191192627	-0.008075827	No	
row_286	ABCA12	ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]	20248	-0.14832814037799835	0.0020994507	No	
